,Brand,Price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty
21,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A Rs.99900  Price in India - Buy APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A Space Grey Online - APPLE : Flipkart.com,79990,"MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",MGN63HN/A,MGN63HN/A,,2020 Macbook Air,Space Grey,Thin and Light Laptop,Processing & Multitasking,No,Apple,M1,Yes,256 GB,8 GB,DDR4,Apple M1 Chip,,NA,Mac OS Big Sur,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,IEEE 802.11ax (Wi-Fi 6),v5.0,30.41 cm x 1.61 cm x 21.24 cm,1.29 kg,Not Available,720p FaceTime HD Webcam,Backlit Magic Keyboard,,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage
22,DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop Rs.59119  Price in India - Buy DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop Carbon Black Online - DELL : Flipkart.com,38490,"Laptop, Battery, Adapter, Cables and User Manuals",Inspiron 3511,D560801WIN9B,Inspiron 3511,Inspiron,Carbon Black,Thin and Light Laptop,Everyday Use,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,"Base Frequency 1.7 GHz, Max Turbo Frequency at 4.1 GHz",Intel Integrated UHD,Windows 11 Home,"2 x USB 3.2 Gen1, 1 x USB 2.0",No,96.52 cm (38 cm),1920 x 1080 Pixels,"Full HD, WVAAG Narrow Border, Refresh Rate: 120 Hz, Brightness: 250 nits",Yes,Yes,WiFi 802.11ac 1x1,Yes,358 x 235 x 18.9 mm,1.8 kg,Not Available,HD,Standard Keyboard,No,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Physical Damage
23,HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Laptop Rs.59109  Price in India - Buy HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Laptop Natural Silver Online - HP : Flipkart.com,47990,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2182AU,6K7U2PA#ACJ,15s- eq2182AU,,Natural Silver,Thin and Light Laptop,Performance,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5500U,Up to 4.0 GHz max boost clock,AMD Radeon Radeon Graphics,Windows 11 Home,"1x SuperSpeed USB Type-C 5Gbps signaling rate, 2x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"FHD, micro-edge, anti-glare, (Brightness 250 nits, 141 ppi, Color Gamut 45%NTSC)",Dual Speakers,1x multi-format SD media card reader,Realtek RTL8821CE 802.11b/g/n/ac (2x2),v5.0,358 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision HD Camera,Full-size island-style backlit Natural Silver keyboard with numeric keypad,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
24,Acer Predator Neo (2023) Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) PHN16-71 Gaming Laptop Rs.144999  Price in India - Buy Acer Predator Neo (2023) Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) PHN16-71 Gaming Laptop Obsidian Black Online - Acer : Flipkart.com,107990,"Laptop, Power Adaptor, User Guide, Warranty Documents",PHN16-71,NH.QLTSI.001,PHN16-71,Predator Neo (2023),Obsidian Black,Gaming Laptop,"Gaming, Processing & Multitasking",No,Intel,Core i5,Yes,512 GB,16 GB,DDR5,13500HX,Max Turbo Frequency up to 4.7 GHz,NVIDIA GeForce RTX 4050,Windows 11 Home,"1 x USB 3.2 Gen 2 Port, 1 x USB 3.2 Gen 2 port with power-off charging, 2 x Two USB Type-C ports(Thunderbolt 4)",No,40.64 cm (16 Inch),1920 x 1200 Pixel,"WUXGA, IPS (In-Plane Switching) technology, high-brightness (400 nits)",,,Killer Wi-Fi 6 AX 1650i,v5.1,,2.6 Kg,Not Available,Narrow USB HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,"103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad, international language support",Yes,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage
25,Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop Rs.84590  Price in India - Buy Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop Arctic Grey Online - Lenovo : Flipkart.com,53000,"Laptop, Power Adaptor, User Guide, Warranty Documents",15ITL6,82H802XXIN,15ITL6,IdeaPad Slim 3 Intel,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1135G7,Max Frequency Up to 4.2 GHz,Intel Integrated Iris Xe,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD TN 250nits Anti-glare,Built-in stereo speakers,,"Wi-Fi 6 11ax, 2x2",V5.1,359.2 x 236.5 x 19.9 mm,1.65 Kg,Not Available,HD 720p with Privacy Shutter,"Backlit, English",Yes,2 Year warranty,Carry-in,Manufacturing Defects,Physical Damage
26,Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802L3IN | 82H801LHIN I 82H803E6IN Thin and Light Laptop Rs.55490  Price in India - Buy Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802L3IN | 82H801LHIN I 82H803E6IN Thin and Light Laptop Arctic Grey Online - Lenovo : Flipkart.com,36950,"Laptop, Power Adaptor, User Guide, Warranty Documents",82H801L7IN | 82H802FJIN | 82H802L3IN | 82H801LHIN I 82H803E6IN,0196118455495 | 0196379293072 | 0196800313836 | 0196118455235,15ITL6,IdeaPad 3 Intel,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,Intel Integrated UHD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD TN 250nits Anti-glare,Built-in Dual Speakers,Built-in array microphones,"11ac, 2x2",v5.0,359.2 x 236.5 x 19.9 mm,1.65 kg,Not Available,720p with Privacy Shutter,"Non-backlit, English",No,2 Year warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty
27,Infinix X2 Slim Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light Laptop Rs.54990  Price in India - Buy Infinix X2 Slim Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light Laptop Green Online - Infinix : Flipkart.com,31990,"Laptop, Power Adaptor, User Guide, Warranty Documents",XL23,71008300909,Inbook,X2 Slim Intel,Green,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",No,Intel,Core i3,Yes,512 GB,8 GB,LPDDR4X,1115G4,,Intel Integrated UHD,Windows 11 Home,"2 x USB 3.0, 2 x C Type",No,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD IPS Display, Peak Brightness: 300nits, 100% sRGB, NTSC 72%",DTS Audio Processing,2 x D- Mic,Yes,v5.1,323.3 x 211.1 x 14.8 mm,1.24 kg,Not Available,HD Webcam,Backlit Keyboard,Yes,1 year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
28,HP Pavilion Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light Laptop Rs.97667  Price in India - Buy HP Pavilion Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light Laptop Natural Silver Online - HP : Flipkart.com,82990,"Laptop, Power Adapter, User Guide, Warranty Documents",14-dv2015TU,6K9J2PA#ACJ,14-dv2015TU,Pavilion,Natural Silver,Thin and Light Laptop,"Entertainment, Performance",Yes,Intel,Core i7,Yes,1 TB,16 GB,DDR4,1255U,Upto 4.7 GHz,Intel Integrated UHD Graphics,Windows 11 Home,"1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 2x SuperSpeed USB Type-A 5Gbps signaling rate",No,35.56 cm (14 inch),1920 x 1080 Pixels,"FHD, IPS, micro-edge, BrightView (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC)",Dual speakers,Integrated dual array digital Microphone,MediaTek Wi-Fi 6 MT7921 (2x2),v5.2,325 x 216 x 17.0 mm,1.41 Kg,Not Available,HP Wide Vision 720p HD camera with temporal noise reduction,"Full-size, backlit, Natural Silver keyboard",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
29,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop Rs.70248  Price in India - Buy HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop Natural Silver Online - HP : Flipkart.com,54490,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fq5111TU,6P129PA#ACJ,15s-fq4021TU,15s Intel,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1235U,"1.3 GHz upto Max 4.4 GHz,",Intel Integrated Iris Xe,Windows 11 Home,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, UWVA, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit natural silver keyboard with numeric keypad",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
30,Lenovo IdeaPad Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15ACH6 Gaming Laptop Rs.84190  Price in India - Buy Lenovo IdeaPad Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15ACH6 Gaming Laptop Black Online - Lenovo : Flipkart.com,51990,"Laptop, Battery, Adapter, Cables, User Manuals",15ACH6,82K2022TIN,Gaming 3,IdeaPad,Black,Gaming Laptop,Gaming,No,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5600H,"Base Frequency 3.3 GHz, Max Turbo Boost at 4.2 GHz",NVIDIA GeForce GTX 1650,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only)",No,39.62 cm (15.6 Inch),1920x1080 Pixels,"Full HD, IPS, 250 nits, Anti-glare, 45% NTSC, Refresh Rate: 60 Hz",Built-in 2W Dual Stereo Speakers,Built-in Dual Array Microphone,"Wi-Fi 6, 11ax 2x2",v5.0,359.6 x 251.9 x 24.2 mm,2.25 kg kg,Not Available,HD 720p with Privacy Shutter,"White Backlit, English",Yes,1 Year Carry in Warranty,Carry-In,Manufacturing Defects,Physical Damage
31,HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-fb0107AX Gaming Laptop Rs.95554  Price in India - Buy HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-fb0107AX Gaming Laptop Performance Blue Online - HP : Flipkart.com,77990,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fb0107AX,7K4W9PA#ACJ,15-fb0107AX,Victus,Performance Blue,Gaming Laptop,Gaming,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR4,5800H,3.2GHz upto 4.4 GHz,NVIDIA GeForce RTX 3050,Windows 11 Home,"1 x USB Type C 5Gbps signaling rate, 1 x USB Type A 5Gbps signaling rate, 1 x Type A 5Gbps signaling rate",Yes,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Build-in Dual speakers,Built-in Dual Array Digital Microphones,MediaTek Wi-Fi 6E MT7922 (2x2),v5.3,357.9 x 239.7 x 22.5 mm,2.37 kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, backlit, performance blue keyboard with numeric keypad",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
32,ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS | X515EA-EJ328WS Thin and Light Laptop Rs.56990  Price in India - Buy ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS | X515EA-EJ328WS Thin and Light Laptop Transparent Silver Online - ASUS : Flipkart.com,33990,"Laptop, Battery, Adapter, Cables and User Manuals",X515EA-EJ322WS | X515EA-EJ328WS,90NB0TY2-M00JK0 | 90NB0TY2-M047X0,X515EA-EJ322WS | X515EA-EJ328WS,Vivobook 15,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,3.0 GHz up to max turbo frequency at 4.1 GHz,Intel Integrated UHD,Windows 11 Home,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD 16:9 Aspect ratio, LED Backlit, 200nits, 45% NTSC Color Gamut, Anti-glare display",Built-in Speaker,Built-in Microphone,Wi-Fi 5(802.11ac) (Dual band) 1x1,v4.1,360 x 235 x 19.9 mm,1.80 kg,Not Available,VGA camera,Chiclet Keyboard with Num-key,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
33,ASUS Vivobook Go 15 Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) E510MA-EJ021WS Thin and Light Laptop Rs.38990  Price in India - Buy ASUS Vivobook Go 15 Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) E510MA-EJ021WS Thin and Light Laptop Black Online - ASUS : Flipkart.com,26990,"Laptop, Power Adaptor, User Guide, Warranty Documents",E510MA-EJ021WS,90NB0Q65-M010E0,E510MA-EJ021WS,Vivobook Go 15,Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Celeron Dual Core,Yes,512 GB,8 GB,DDR4,N4020,1.10GHz Upto 2.80GHz,Intel Integrated Integrated,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 200nits, 45% NTSC color gamut, Anti-glare display",Built-in Speakers,Built-in Microphone,Wi-Fi 5(802.11ac) (Dual band) 1 x 1,v4.1,360.2 x 236.4 x 18.1 ~ 18.1,1.57 kg,Not Available,VGA camera,Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
34,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming Laptop Rs.81990  Price in India - Buy Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming Laptop Shadow Black Online - Lenovo : Flipkart.com,53990,"Laptop, Battery, Adapter, Cables and User Manuals",82K101B6IN|82K101FTIN,"82K101B6IN, 82K101FTIN",15IHU6,IdeaPad Gaming 3 Intel,Shadow Black,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,11320H,2.5 GHz upto max turbo frequency at 4.5 Ghz,NVIDIA GeForce GTX 1650,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,100.63 cm (39.62 cm),1920 x 1080 Pixel,"Full HD IPS 250nits Anti-glare, 60Hz, 45% NTSC, DC dimmer",speakers Two built-in stereo speakers,Built-in Dual Array Microphones,"Wi-Fi 6 11ax, 2x2",v5.0,359.6 x 251.9 x 24.2 mm,2.25 kg,Not Available,HD 720p with Camera Shutter,"White Backlit, English",Yes,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,Onsite,Manufacturing Defects,Physical Damage
35,HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop Rs.55691  Price in India - Buy HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop Natural Silver Online - HP : Flipkart.com,44990,"Laptop, Power Adaptor, User Guide, Warranty Documents",14s-fq1092au,50M60PA#ACJ,14s-fq1092au,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,AMD Radeon AMD,Windows 11 Home,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC",Built-in Speaker,Built-in dual array digital microphones,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1),v4.2,324 x 225 x 17.9 mm,1.46 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit, natural silver keyboard",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage
36,Acer One Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Z8-415 Thin and Light Laptop Rs.41999  Price in India - Buy Acer One Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Z8-415 Thin and Light Laptop Silver Online - Acer : Flipkart.com,29990,"Laptop, Power Adaptor, User Guide, Warranty Documents",Z8-415,UN.599SI.009,Z8-415,One,Silver,Thin and Light Laptop,"Entertainment, Performance, Processing & Multitasking",No,Intel,Core i3,Yes,256 GB,8 GB,DDR4,1115G4,3.00GHz Upto 4.10GHz,Intel Integrated Integrated,Windows 11 Home,"2 x USB 3.2 Gen 1 Type A, 1 x USB 3.2 Gen 1 Type C",No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD,,,802.11 ax,v5.0,323 x 221 x 21.6,1.49 Kg,Not Available,HD webcam with Privacy Camera Physical Shutter,Isolated Keys keyboard,No,1 Year Warranty,Onsite,Manufacturing Defects,Physical damage
37,ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop Rs.30990  Price in India - Buy ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop Star Grey Online - ASUS : Flipkart.com,20990,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",BR1100CKA-GJ0722W,90NX03B1-M005B0,BR1100CKA-GJ0722W,(2022),Star Grey,Laptop,Processing & Multitasking,No,Intel,Celeron Dual Core,Yes,128 GB,4 GB,DDR4,N4500,2.8,Intel Integrated UHD Graphics,Windows 11 Home,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C support power delivery",No,29.46 cm (11.6 Inch),1366 x 768 Pixels,"HD, Anti-glare display ( Brightness 220nits, Color gamut NTSC: 45%)",Built-in speaker,Built-in array microphone,Wi-Fi 5 (802.11ac),v5.2,294.6 x 204.9 x 20.0 mm,1.26 Kg,Not Available,"720p HD camera, with privacy shutter",Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
38,ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/144 Hz) G513IE-HN040WS Gaming Laptop Rs.115990  Price in India - Buy ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/144 Hz) G513IE-HN040WS Gaming Laptop Eclipse Gray Online - ASUS : Flipkart.com,84990,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",G513IE-HN040WS,90NR0582-M001K0,G513IE-HN040WS,ROG Strix G15,Eclipse Gray,Gaming Laptop,"Gaming, Processing & Multitasking",Yes,AMD,Ryzen 7 Octa Core,Yes,1 TB,16 GB,DDR4,AMD R7-4800H,Max Turbo Frequency at 4.2 GHz,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,"1 x USB 3.2 Gen 2 Type-C Support DisplayPort/ Power Delivery / G-SYNC, 3 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, Value IPS level, Anti Glare Display, Refresh Rate: 144 Hz, 16:9, Viewing Angle: 170 Degree, Brightness: 250 nits, 1:1000 Contrast, 45% NTSC, 62.5% SRGB, Adaptive-Sync Technology",Bulit-in Dual Speaker,Built-in array microphone,Wi-Fi 6 (802.11ax) (Dual band) 2 x 2,v5.1,354 x 259 x 20.6 mm,2.10 kg,Not Available,,Backlit Chiclet Keyboard 4-Zone RGB,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage
39,HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 14-EC1003AU Thin and Light Laptop Rs.61023  Price in India - Buy HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 14-EC1003AU Thin and Light Laptop Natural Silver Online - HP : Flipkart.com,52990,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",14-EC1003AU,689H4PA#ACJ,14-EC1003AU,Pavilion,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5625U,4.3,AMD Radeon Radeon Graphics,Windows 11 Home,"1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 2x SuperSpeed USB Type-A 5Gbps signaling rate",No,35.56 cm (14 Inch),1920 x 1080 Pixels,"FHD,IPS, micro-edge, Brightview (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC)",Dual speakers,Integrated dual array digital microphones,Realtek Wi-Fi CERTIFIED 6,v5.2,325 x 216 x 17 mm,1.41 Kg,Not Available,HP Wide Vision 720p HD camera with temporal noise reduction,"Full-size, backlit, Natural Silver keyboard",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
40,ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK323WS Thin and Light Laptop Rs.61990  Price in India - Buy ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK323WS Thin and Light Laptop Green Grey Online - ASUS : Flipkart.com,44990,"Laptop, battery, power adapter, user guide",E1504FA-LK323WS,90NB0ZR3-M00HZ0,E1504FA-LK323WS,Vivobook Go 15 OLED (2023),Green Grey,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 3 Quad Core,Yes,512 GB,8 GB,LPDDR5,7320U,2.4 GHz upto max turbo frequency at 4.1 Ghz,AMD Radeon AMD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, OLED 16:9 aspect ratio, 0.2ms response time, 60Hz refresh rate, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors,,PANTONE Validated,,Glossy display, 70% less harmful blue light",Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,360.3 x 232.5 x 17.9 mm,1.63 Kg,Not Available,720p HD camera With privacy shutter,Backlit Chiclet Keyboard,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
